Title,Slug,category_key (Plain text),category_sv (Plain text),category_en (Plain text),subcategory_sv (Plain text),subcategory_en (Plain text),name_sv (Plain text),name_en (Plain text),description_sv (Rich text),description_en (Rich text),features_sv (Rich text),features_en (Rich text),image_1 (Image),image_2 (Image),image_3 (Image),image_4 (Image),image_5 (Image),image_6 (Image),image_7 (Image),image_8 (Image),source_url_sv (Link),source_url_en (Link),parent_page_sv (Plain text),parent_page_en (Plain text)
Drive in ramp,drive-in-ramper,drive-in-ramper,Drive in-ramper,Drive in ramps,Drive in-ramper,Drive in ramps,Drive in ramp,Drive in ramp,Höga trösklar kan enkelt lösas med en drive in-ramp. Rampen finns i olika storlekar för att passa ditt hus. Ytskiktet är greppsäkert.,You can easily deal with high thresholds with a drive in ramp. The ramp is available in various sizes to suit your home. The surface layer is non-slip.,"### Lösning för trösklar

### Vikbar

### Enkel","### Solution for thresholds

### Foldable

### Simple",https://cdn.jsdelivr.net/gh/redelefant-mr-e/FEAL@main/assets/images/1191_d01b21ca.png,https://cdn.jsdelivr.net/gh/redelefant-mr-e/FEAL@main/assets/images/1192_961ad98d.jpg,https://cdn.jsdelivr.net/gh/redelefant-mr-e/FEAL@main/assets/images/1193_961ad98d.jpg,https://cdn.jsdelivr.net/gh/redelefant-mr-e/FEAL@main/assets/images/1194_961ad98d.jpg,,,,,https://www.feal.se/ramper/drive-in-ramper,https://www.feal.se/ramps/drive-in-ramps,,
